order,orig_org_id,base_org_id,suffix,superior_orig_org_id,superior_base_org_id,superior_suffix,rollup_code,orig_org_id,,orig_org_id,,,
1,NCA,OSD,GOV,,,,,NCA,,NCA,,,
2,TRANSCOM-STUB,TRANSCOM-STUB,MIL,NCA,OSD,GOV,,TRANSCOM-STUB,,,TRANSCOM-STUB,,
3,TRANSCOM,TRANSCOM,MIL,NCA,OSD,GOV,,TRANSCOM,,,TRANSCOM,,
4,GlobalAir,AMC,TRANSCOM.MIL,TRANSCOM,TRANSCOM,MIL,,GlobalAir,,,,GlobalAir,
5,PlanePacker,PlanePacker,TRANSCOM.MIL,GlobalAir,AMC,TRANSCOM.MIL,,PlanePacker,,,,,PlanePacker
6,GlobalSea,MSC,TRANSCOM.MIL,TRANSCOM,TRANSCOM,MIL,,GlobalSea,,,,GlobalSea,
7,ShipPacker,ShipPacker,TRANSCOM.MIL,GlobalSea,MSC,TRANSCOM.MIL,,ShipPacker,,,,,ShipPacker
8,CONUSGround,CONUSGround,TRANSCOM.MIL,GlobalSea,MSC,TRANSCOM.MIL,,CONUSGround,,,,,CONUSGround
9,TheaterGround,TheaterGround,TRANSCOM.MIL,GlobalSea,MSC,TRANSCOM.MIL,,TheaterGround,,,,,TheaterGround
10,FORSCOM,FORSCOM,MIL,NCA,OSD,GOV,,FORSCOM,,,FORSCOM,,
11,HNS,HNS,MIL,NCA,OSD,GOV,,HNS,,,HNS,,
12,DLAHQ,DLAHQ,MIL,NCA,OSD,GOV,,DLAHQ,,,DLAHQ,,
13,OSC,OSC,MIL,NCA,OSD,GOV,,OSC,,,OSC,,
14,NATO,NATO,GOV,NCA,OSD,GOV,,NATO,,,NATO,,
15,JSRCMDSE,JSRCMDSE,NATO.GOV,NATO,NATO,GOV,,JSRCMDSE,,,,JSRCMDSE,
16,USEUCOM,USEUCOM,MIL,NCA,OSD,GOV,,USEUCOM,,,USEUCOM,,,,,
28,1-36-INFBN,1-36-INFBN,1-BDE.1-AD.ARMY.MIL,1-BDE-1-AD,1-BDE,1-AD.ARMY.MIL,,1-36-INFBN,,,,,,,,1-36-INFBN
29,1-37-ARBN,1-37-ARBN,1-BDE.1-AD.ARMY.MIL,1-BDE-1-AD,1-BDE,1-AD.ARMY.MIL,,1-37-ARBN,,,,,,,,1-37-ARBN
30,16-ENGBN,16-ENGBN,1-BDE.1-AD.ARMY.MIL,1-BDE-1-AD,1-BDE,1-AD.ARMY.MIL,,16-ENGBN,,,,,,,,16-ENGBN
31,2-3-FABN,2-3-FABN,1-BDE.1-AD.ARMY.MIL,1-BDE-1-AD,1-BDE,1-AD.ARMY.MIL,,2-3-FABN,,,,,,,,2-3-FABN
32,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL,1-AD,1-AD,ARMY.MIL,,2-BDE-1-AD,,,,,,,2-BDE-1-AD,
33,1-6-INFBN,1-6-INFBN,2-BDE.1-AD.ARMY.MIL,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL,,1-6-INFBN,,,,,,,,1-6-INFBN
34,2-6-INFBN,2-6-INFBN,2-BDE.1-AD.ARMY.MIL,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL,,2-6-INFBN,,,,,,,,2-6-INFBN
35,1-35-ARBN,1-35-ARBN,2-BDE.1-AD.ARMY.MIL,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL,,1-35-ARBN,,,,,,,,1-35-ARBN
36,40-ENGBN,40-ENGBN,2-BDE.1-AD.ARMY.MIL,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL,,40-ENGBN,,,,,,,,40-ENGBN
37,4-27-FABN,4-27-FABN,2-BDE.1-AD.ARMY.MIL,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL,,4-27-FABN,,,,,,,,4-27-FABN
38,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL,1-AD,1-AD,ARMY.MIL,,3-BDE-1-AD,,,,,,,3-BDE-1-AD,
39,1-13-ARBN,1-13-ARBN,3-BDE.1-AD.ARMY.MIL,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL,,1-13-ARBN,,,,,,,,1-13-ARBN
40,1-41-INFBN,1-41-INFBN,3-BDE.1-AD.ARMY.MIL,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL,,1-41-INFBN,,,,,,,,1-41-INFBN
41,2-70-ARBN,2-70-ARBN,3-BDE.1-AD.ARMY.MIL,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL,,2-70-ARBN,,,,,,,,2-70-ARBN
42,70-ENGBN,70-ENGBN,3-BDE.1-AD.ARMY.MIL,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL,,70-ENGBN,,,,,,,,70-ENGBN
43,4-1-FABN,4-1-FABN,3-BDE.1-AD.ARMY.MIL,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL,,4-1-FABN,,,,,,,,4-1-FABN
44,DIVARTY-1-AD,DIVARTY,1-AD.ARMY.MIL,1-AD,1-AD,ARMY.MIL,,DIVARTY-1-AD,,,,,,,DIVARTY-1-AD,
45,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,DIVARTY.1-AD.ARMY.MIL,DIVARTY-1-AD,DIVARTY,1-AD.ARMY.MIL,,25-FABTRY-TGTACQ,,,,,,,,25-FABTRY-TGTACQ
46,1-94-FABN,1-94-FABN,DIVARTY.1-AD.ARMY.MIL,DIVARTY-1-AD,DIVARTY,1-AD.ARMY.MIL,,1-94-FABN,,,,,,,,1-94-FABN
47,DISCOM-1-AD,DISCOM,1-AD.ARMY.MIL,1-AD,1-AD,ARMY.MIL,,DISCOM-1-AD,,,,,,,DISCOM-1-AD,
48,123-MSB,123-MSB,DISCOM.1-AD.ARMY.MIL,DISCOM-1-AD,DISCOM,1-AD.ARMY.MIL,,123-MSB,,,,,,,,123-MSB,,,
49,501-FSB,501-FSB,DISCOM.1-AD.ARMY.MIL,1-BDE-1-AD,DISCOM,1-AD.ARMY.MIL,,501-FSB,,,,,,,,501-FSB,,,Need to fix these
50,47-FSB,47-FSB,DISCOM.1-AD.ARMY.MIL,2-BDE-1-AD,DISCOM,1-AD.ARMY.MIL,,47-FSB,,,,,,,,47-FSB,,,Need to fix these
51,125-FSB,125-FSB,DISCOM.1-AD.ARMY.MIL,3-BDE-1-AD,DISCOM,1-AD.ARMY.MIL,,125-FSB,,,,,,,,125-FSB,,,Need to fix these
52,127-DASB,127-DASB,DISCOM.1-AD.ARMY.MIL,AVNBDE-1-AD,DISCOM,1-AD.ARMY.MIL,,127-DASB,,,,,,,,127-DASB,,,Need to fix these
53,AVNBDE-1-AD,AVNBDE,1-AD.ARMY.MIL,1-AD,1-AD,ARMY.MIL,,AVNBDE-1-AD,,,,,,,AVNBDE-1-AD,,,,
54,1-1-CAVSQDN,1-1-CAVSQDN,AVNBDE.1-AD.ARMY.MIL,AVNBDE-1-AD,AVNBDE,1-AD.ARMY.MIL,,1-1-CAVSQDN,,,,,,,,1-1-CAVSQDN,,,
55,1-501-AVNBN,1-501-AVNBN,AVNBDE.1-AD.ARMY.MIL,AVNBDE-1-AD,AVNBDE,1-AD.ARMY.MIL,,1-501-AVNBN,,,,,,,,1-501-AVNBN,,,
56,2-501-AVNBN,2-501-AVNBN,AVNBDE.1-AD.ARMY.MIL,AVNBDE-1-AD,AVNBDE,1-AD.ARMY.MIL,,2-501-AVNBN,,,,,,,,2-501-AVNBN,,,
57,5-CORPS-ARTY,CORPS-ARTY,5-CORPS.ARMY.MIL,5-CORPS,5-CORPS,ARMY.MIL,,5-CORPS-ARTY,,,,,,5-CORPS-ARTY,,,,,
58,41-FABDE,41-FABDE,5-CORPS.ARMY.MIL,5-CORPS-ARTY,CORPS-ARTY,5-CORPS.ARMY.MIL,,41-FABDE,,,,,,,41-FABDE,,,,
59,2-4-FABN-MLRS,2-4-FABN-MLRS,5-CORPS.ARMY.MIL,41-FABDE,41-FABDE,5-CORPS.ARMY.MIL,,2-4-FABN-MLRS,,,,,,,,2-4-FABN-MLRS,,,
60,1-27-FABN,1-27-FABN,5-CORPS.ARMY.MIL,41-FABDE,41-FABDE,5-CORPS.ARMY.MIL,,1-27-FABN,,,,,,,,1-27-FABN,,,
61,3-13-FABN-155,3-13-FABN-155,5-CORPS.ARMY.MIL,41-FABDE,41-FABDE,5-CORPS.ARMY.MIL,,3-13-FABN-155,,,,,,,,3-13-FABN-155,,,
62,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,5-CORPS,5-CORPS,ARMY.MIL,,5-CORPS-REAR,,,,,,5-CORPS-REAR,,,,,
63,11-AVN-RGT,11-AVN-RGT,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,11-AVN-RGT,,,,,,,11-AVN-RGT,,,,
64,12-AVNBDE,12-AVNBDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,12-AVNBDE,,,,,,,12-AVNBDE,
65,130-ENGBDE,130-ENGBDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,130-ENGBDE,,,,,,,130-ENGBDE,
66,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,5-CORPS.ARMY.MIL,130-ENGBDE,130-ENGBDE,5-CORPS.ARMY.MIL,,52-ENGBN-CBTHVY,,,,,,,,52-ENGBN-CBTHVY
67,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,5-CORPS.ARMY.MIL,130-ENGBDE,130-ENGBDE,5-CORPS.ARMY.MIL,,244-ENGBN-CBTHVY,,,,,,,,244-ENGBN-CBTHVY
68,69-ADABDE,69-ADABDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,69-ADABDE,,,,,,,69-ADABDE,
69,286-ADA-SCCO,286-ADA-SCCO,5-CORPS.ARMY.MIL,69-ADABDE,69-ADABDE,5-CORPS.ARMY.MIL,,286-ADA-SCCO,,,,,,,,286-ADA-SCCO
70,18-MPBDE,18-MPBDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,18-MPBDE,,,,,,,18-MPBDE,
71,205-MIBDE,205-MIBDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,205-MIBDE,,,,,,,205-MIBDE,
72,30-MEDBDE,30-MEDBDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,30-MEDBDE,,,,,,,30-MEDBDE,
73,22-SIGBDE,22-SIGBDE,5-CORPS.ARMY.MIL,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL,,22-SIGBDE,,,,,,,22-SIGBDE,
74,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL,5-CORPS,5-CORPS,ARMY.MIL,,3-SUPCOM-HQ,,,,,,3-SUPCOM-HQ,,
75,208-SCCO,208-SCCO,5-CORPS.ARMY.MIL,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL,,208-SCCO,,,,,,,208-SCCO,
76,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,5-CORPS.ARMY.MIL,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL,,27-TCBN-MVTCTRL,,,,,,,27-TCBN-MVTCTRL,
77,19-MMC,19-MMC,5-CORPS.ARMY.MIL,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL,,19-MMC,,,,,,,19-MMC,
78,16-CSG,16-CSG,5-CORPS.ARMY.MIL,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL,,16-CSG,,,,,,,16-CSG,
79,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL,16-CSG,16-CSG,5-CORPS.ARMY.MIL,,485-CSB,,,,,,,,485-CSB
80,102-POL-SUPPLYCO,102-POL-SUPPLYCO,16-CSG.5-CORPS.ARMY.MIL,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL,,102-POL-SUPPLYCO,,,,,,,,,102-POL-SUPPLYCO
81,596-MAINTCO,596-MAINTCO,16-CSG.5-CORPS.ARMY.MIL,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL,,596-MAINTCO,,,,,,,,,596-MAINTCO
82,26-SSCO,26-SSCO,16-CSG.5-CORPS.ARMY.MIL,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL,,26-SSCO,,,,,,,,,26-SSCO
83,588-MAINTCO,588-MAINTCO,16-CSG.5-CORPS.ARMY.MIL,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL,,588-MAINTCO,,,,,,,,,588-MAINTCO
84,592-ORDCO,592-ORDCO,16-CSG.5-CORPS.ARMY.MIL,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL,,592-ORDCO,,,,,,,,,592-ORDCO
85,18-MAINTBN,18-MAINTBN,16-CSG.5-CORPS.ARMY.MIL,16-CSG,16-CSG,5-CORPS.ARMY.MIL,,18-MAINTBN,,,,,,,,18-MAINTBN,
86,77-MAINTCO,77-MAINTCO,16-CSG.5-CORPS.ARMY.MIL,18-MAINTBN,18-MAINTBN,16-CSG.5-CORPS.ARMY.MIL,,77-MAINTCO,,,,,,,,,77-MAINTCO
87,226-MAINTCO,226-MAINTCO,16-CSG.5-CORPS.ARMY.MIL,18-MAINTBN,18-MAINTBN,16-CSG.5-CORPS.ARMY.MIL,,226-MAINTCO,,,,,,,,,226-MAINTCO
88,263-FLDSVC-CO,263-FLDSVC-CO,16-CSG.5-CORPS.ARMY.MIL,18-MAINTBN,18-MAINTBN,16-CSG.5-CORPS.ARMY.MIL,,263-FLDSVC-CO,,,,,,,,,263-FLDSVC-CO
89,227-SUPPLYCO,227-SUPPLYCO,16-CSG.5-CORPS.ARMY.MIL,18-MAINTBN,18-MAINTBN,16-CSG.5-CORPS.ARMY.MIL,,227-SUPPLYCO,,,,,,,,,227-SUPPLYCO
90,106-TCBN,106-TCBN,16-CSG.5-CORPS.ARMY.MIL,16-CSG,16-CSG,5-CORPS.ARMY.MIL,,106-TCBN,,,,,,,,106-TCBN,
91,594-MDM-TRKCO,594-MDM-TRKCO,16-CSG.5-CORPS.ARMY.MIL,106-TCBN,106-TCBN,16-CSG.5-CORPS.ARMY.MIL,,594-MDM-TRKCO,,,,,,,,,594-MDM-TRKCO
92,372-CGO-TRANSCO,372-CGO-TRANSCO,16-CSG.5-CORPS.ARMY.MIL,106-TCBN,106-TCBN,16-CSG.5-CORPS.ARMY.MIL,,372-CGO-TRANSCO,,,,,,,,,372-CGO-TRANSCO
93,15-PLS-TRKCO,15-PLS-TRKCO,16-CSG.5-CORPS.ARMY.MIL,106-TCBN,106-TCBN,16-CSG.5-CORPS.ARMY.MIL,,15-PLS-TRKCO,,,,,,,,,15-PLS-TRKCO
94,238-POL-TRKCO,238-POL-TRKCO,16-CSG.5-CORPS.ARMY.MIL,106-TCBN,106-TCBN,16-CSG.5-CORPS.ARMY.MIL,,238-POL-TRKCO,,,,,,,,,238-POL-TRKCO
95,7-CSG,7-CSG,5-CORPS.ARMY.MIL,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL,,7-CSG,,,,,,,7-CSG,,
96,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL,7-CSG,7-CSG,5-CORPS.ARMY.MIL,,71-MAINTBN,,,,,,,,71-MAINTBN,,,
97,240-SSCO,240-SSCO,7-CSG.5-CORPS.ARMY.MIL,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL,,240-SSCO,,,,,,,,,240-SSCO,,
98,317-MAINTCO,317-MAINTCO,7-CSG.5-CORPS.ARMY.MIL,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL,,317-MAINTCO,,,,,,,,,317-MAINTCO,,
99,597-MAINTCO,597-MAINTCO,7-CSG.5-CORPS.ARMY.MIL,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL,,597-MAINTCO,,,,,,,,,597-MAINTCO,,
100,565-RPRPTCO,565-RPRPTCO,7-CSG.5-CORPS.ARMY.MIL,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL,,565-RPRPTCO,,,,,,,,,565-RPRPTCO,,
101,71-ORDCO,71-ORDCO,7-CSG.5-CORPS.ARMY.MIL,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL,,71-ORDCO,,,,,,,,,71-ORDCO,,
102,561-SSBN,561-SSBN,7-CSG.5-CORPS.ARMY.MIL,7-CSG,7-CSG,5-CORPS.ARMY.MIL,,561-SSBN,,,,,,,,561-SSBN,,,
103,541-POL-TRKCO,541-POL-TRKCO,7-CSG.5-CORPS.ARMY.MIL,561-SSBN,561-SSBN,7-CSG.5-CORPS.ARMY.MIL,,541-POL-TRKCO,,,,,,,,,541-POL-TRKCO,,
104,584-MAINTCO,584-MAINTCO,7-CSG.5-CORPS.ARMY.MIL,561-SSBN,561-SSBN,7-CSG.5-CORPS.ARMY.MIL,,584-MAINTCO,,,,,,,,,584-MAINTCO,,
105,406-SUPPLYCO,406-SUPPLYCO,7-CSG.5-CORPS.ARMY.MIL,561-SSBN,561-SSBN,7-CSG.5-CORPS.ARMY.MIL,,406-SUPPLYCO,,,,,,,,,406-SUPPLYCO,,New
106,181-TCBN,181-TCBN,7-CSG.5-CORPS.ARMY.MIL,7-CSG,7-CSG,5-CORPS.ARMY.MIL,,181-TCBN,,,,,,,,181-TCBN,,,
107,377-HVY-TRKCO,377-HVY-TRKCO,7-CSG.5-CORPS.ARMY.MIL,181-TCBN,181-TCBN,7-CSG.5-CORPS.ARMY.MIL,,377-HVY-TRKCO,,,,,,,,,377-HVY-TRKCO,,
108,41-POL-TRKCO,41-POL-TRKCO,7-CSG.5-CORPS.ARMY.MIL,181-TCBN,181-TCBN,7-CSG.5-CORPS.ARMY.MIL,,41-POL-TRKCO,,,,,,,,,41-POL-TRKCO,,
109,51-MDM-TRKCO,51-MDM-TRKCO,7-CSG.5-CORPS.ARMY.MIL,181-TCBN,181-TCBN,7-CSG.5-CORPS.ARMY.MIL,,51-MDM-TRKCO,,,,,,,,,51-MDM-TRKCO,,
110,316-POL-SUPPLYBN,316-POL-SUPPLYBN,7-CSG.5-CORPS.ARMY.MIL,7-CSG,7-CSG,5-CORPS.ARMY.MIL,,316-POL-SUPPLYBN,,,,,,,,316-POL-SUPPLYBN,,,
111,900-POL-SUPPLYCO,900-POL-SUPPLYCO,7-CSG.5-CORPS.ARMY.MIL,316-POL-SUPPLYBN,316-POL-SUPPLYBN,7-CSG.5-CORPS.ARMY.MIL,,900-POL-SUPPLYCO,,,,,,,,,900-POL-SUPPLYCO,,
112,515-POL-TRKCO,515-POL-TRKCO,7-CSG.5-CORPS.ARMY.MIL,316-POL-SUPPLYBN,316-POL-SUPPLYBN,7-CSG.5-CORPS.ARMY.MIL,,515-POL-TRKCO,,,,,,,,,515-POL-TRKCO
113,125-ORDBN,125-ORDBN,7-CSG.5-CORPS.ARMY.MIL,7-CSG,7-CSG,5-CORPS.ARMY.MIL,,125-ORDBN,,,,,,,,125-ORDBN,
114,452-ORDCO,452-ORDCO,7-CSG.5-CORPS.ARMY.MIL,125-ORDBN,125-ORDBN,7-CSG.5-CORPS.ARMY.MIL,,452-ORDCO,,,,,,,,,452-ORDCO
115,529-ORDCO,529-ORDCO,7-CSG.5-CORPS.ARMY.MIL,125-ORDBN,125-ORDBN,7-CSG.5-CORPS.ARMY.MIL,,529-ORDCO,,,,,,,,,529-ORDCO
116,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,USAEUR,USAEUR,MIL,,21-TSC-HQUSAEUR,,,,,21-TSC-HQ,USAEUR,,,
117,AWR-2,AWR-2,21-TSC.ARMY.MIL,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,,AWR-2,,,,,,AWR-2,,,
118,200-MMC,200-MMC,21-TSC.ARMY.MIL,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,,200-MMC,,,,,,200-MMC,,,
119,RSA,RSA,21-TSC.ARMY.MIL,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,,RSA,,,,,,RSA,,,
120,7-TCGP-TPTDD,7-TCGP-TPTDD,21-TSC.ARMY.MIL,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,,7-TCGP-TPTDD,,,,,,7-TCGP-TPTDD,,,
121,29-SPTGP,29-SPTGP,21-TSC.ARMY.MIL,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,,29-SPTGP,,,,,,29-SPTGP,,,
122,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL,29-SPTGP,29-SPTGP,21-TSC.ARMY.MIL,,51-MAINTBN,,,,,,,51-MAINTBN,,
123,512-MAINTCO,512-MAINTCO,29-SPTGP.21-TSC.ARMY.MIL,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL,,512-MAINTCO,,,,,,,,512-MAINTCO,
124,574-SSCO,574-SSCO,29-SPTGP.21-TSC.ARMY.MIL,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL,,574-SSCO,,,,,,,,574-SSCO,
125,5-MAINTCO,5-MAINTCO,29-SPTGP.21-TSC.ARMY.MIL,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL,,5-MAINTCO,,,,,,,,5-MAINTCO,
126,343-SUPPLYCO,343-SUPPLYCO,29-SPTGP.21-TSC.ARMY.MIL,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL,,343-SUPPLYCO,,,,,,,,343-SUPPLYCO,
127,18-PERISH-SUBPLT,18-PERISH-SUBPLT,29-SPTGP.21-TSC.ARMY.MIL,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL,,18-PERISH-SUBPLT,,,,,,,,18-PERISH-SUBPLT,
128,191-ORDBN,191-ORDBN,29-SPTGP.21-TSC.ARMY.MIL,29-SPTGP,29-SPTGP,21-TSC.ARMY.MIL,,191-ORDBN,,,,,,,191-ORDBN,
129,23-ORDCO,23-ORDCO,29-SPTGP.21-TSC.ARMY.MIL,191-ORDBN,191-ORDBN,29-SPTGP.21-TSC.ARMY.MIL,,23-ORDCO,,,,,,,,23-ORDCO
130,702-EODDET,702-EODDET,29-SPTGP.21-TSC.ARMY.MIL,191-ORDBN,191-ORDBN,29-SPTGP.21-TSC.ARMY.MIL,,702-EODDET,,,,,,,,702-EODDET
131,720-EODDET,720-EODDET,29-SPTGP.21-TSC.ARMY.MIL,191-ORDBN,191-ORDBN,29-SPTGP.21-TSC.ARMY.MIL,,720-EODDET,,,,,,,,720-EODDET
132,24-ORDCO,24-ORDCO,29-SPTGP.21-TSC.ARMY.MIL,191-ORDBN,191-ORDBN,29-SPTGP.21-TSC.ARMY.MIL,,24-ORDCO,,,,,,,,24-ORDCO
133,37-TRANSGP,37-TRANSGP,21-TSC.ARMY.MIL,21-TSC-HQ,21-TSC-HQ,ARMY.MIL,,37-TRANSGP,,,,,,37-TRANSGP,,
134,28-TCBN,28-TCBN,37-TRANSGP.21-TSC.ARMY.MIL,37-TRANSGP,37-TRANSGP,21-TSC.ARMY.MIL,,28-TCBN,,,,,,,28-TCBN,
135,66-MDM-TRKCO,66-MDM-TRKCO,37-TRANSGP.21-TSC.ARMY.MIL,28-TCBN,28-TCBN,37-TRANSGP.21-TSC.ARMY.MIL,,66-MDM-TRKCO,,,,,,,,66-MDM-TRKCO
136,68-MDM-TRKCO,68-MDM-TRKCO,37-TRANSGP.21-TSC.ARMY.MIL,28-TCBN,28-TCBN,37-TRANSGP.21-TSC.ARMY.MIL,,68-MDM-TRKCO,,,,,,,,68-MDM-TRKCO
