society_id,orig_org_id,base_org_id,suffix
FULL-1AD,19-MMC,19-MMC,5-CORPS.ARMY.MIL
FULL-1AD,1-AD,1-AD,ARMY.MIL
FULL-1AD,1-AD-DIV,DIV-REAR,1-AD.ARMY.MIL
FULL-1AD,1-BDE-1-AD,1-BDE,1-AD.ARMY.MIL
FULL-1AD,200-MMC,200-MMC,21-TSC.ARMY.MIL
FULL-1AD,205-MIBDE,205-MIBDE,5-CORPS.ARMY.MIL
FULL-1AD,208-SCCO,208-SCCO,5-CORPS.ARMY.MIL
FULL-1AD,21-TSC-HQ,21-TSC-HQ,ARMY.MIL
FULL-1AD,226-MAINTCO,226-MAINTCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,227-SUPPLYCO,227-SUPPLYCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,22-SIGBDE,22-SIGBDE,5-CORPS.ARMY.MIL
FULL-1AD,2-37-ARBN,2-37-ARBN,1-BDE.1-AD.ARMY.MIL
FULL-1AD,238-POL-TRKCO,238-POL-TRKCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,2-3-FABN,2-3-FABN,1-BDE.1-AD.ARMY.MIL
FULL-1AD,23-ORDCO,23-ORDCO,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,240-SSCO,240-SSCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,244-ENGBN-CBTHVY,244-ENGBN-CBTHVY,5-CORPS.ARMY.MIL
FULL-1AD,2-4-FABN-MLRS,2-4-FABN-MLRS,5-CORPS.ARMY.MIL
FULL-1AD,24-ORDCO,24-ORDCO,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,2-501-AVNBN,2-501-AVNBN,AVNBDE.1-AD.ARMY.MIL
FULL-1AD,25-FABTRY-TGTACQ,25-FABTRY-TGTACQ,DIVARTY.1-AD.ARMY.MIL
FULL-1AD,263-FLDSVC-CO,263-FLDSVC-CO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,2-6-INFBN,2-6-INFBN,2-BDE.1-AD.ARMY.MIL
FULL-1AD,26-SSCO,26-SSCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,2-70-ARBN,2-70-ARBN,3-BDE.1-AD.ARMY.MIL
FULL-1AD,27-TCBN-MVTCTRL,27-TCBN-MVTCTRL,5-CORPS.ARMY.MIL
FULL-1AD,286-ADA-SCCO,286-ADA-SCCO,5-CORPS.ARMY.MIL
FULL-1AD,28-TCBN,28-TCBN,37-TRANSGP.21-TSC.ARMY.MIL
FULL-1AD,29-SPTGP,29-SPTGP,21-TSC.ARMY.MIL
FULL-1AD,2-BDE-1-AD,2-BDE,1-AD.ARMY.MIL
FULL-1AD,30-MEDBDE,30-MEDBDE,5-CORPS.ARMY.MIL
FULL-1AD,3-13-FABN-155,3-13-FABN-155,5-CORPS.ARMY.MIL
FULL-1AD,316-POL-SUPPLYBN,316-POL-SUPPLYBN,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,317-MAINTCO,317-MAINTCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,343-SUPPLYCO,343-SUPPLYCO,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,372-CGO-TRANSCO,372-CGO-TRANSCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,377-HVY-TRKCO,377-HVY-TRKCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,37-TRANSGP,37-TRANSGP,21-TSC.ARMY.MIL
FULL-1AD,3-BDE-1-AD,3-BDE,1-AD.ARMY.MIL
FULL-1AD,3-SUPCOM-HQ,3-SUPCOM-HQ,5-CORPS.ARMY.MIL
FULL-1AD,406-SUPPLYCO,406-SUPPLYCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,40-ENGBN,40-ENGBN,2-BDE.1-AD.ARMY.MIL
FULL-1AD,416-POL-TRKCO,416-POL-TRKCO,37-TRANSGP.21-TSC.ARMY.MIL
FULL-1AD,41-FABDE,41-FABDE,5-CORPS.ARMY.MIL
FULL-1AD,4-1-FABN,4-1-FABN,3-BDE.1-AD.ARMY.MIL
FULL-1AD,41-POL-TRKCO,41-POL-TRKCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,4-27-FABN,4-27-FABN,2-BDE.1-AD.ARMY.MIL
FULL-1AD,452-ORDCO,452-ORDCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,47-FSB,47-FSB,DISCOM.1-AD.ARMY.MIL
FULL-1AD,485-CSB,485-CSB,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,501-FSB,501-FSB,DISCOM.1-AD.ARMY.MIL
FULL-1AD,501-MIBN-CEWI,501-MIBN-CEWI,1-AD.ARMY.MIL
FULL-1AD,501-MPCO,501-MPCO,1-AD.ARMY.MIL
FULL-1AD,512-MAINTCO,512-MAINTCO,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,515-POL-TRKCO,515-POL-TRKCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,51-MAINTBN,51-MAINTBN,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,51-MDM-TRKCO,51-MDM-TRKCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,529-ORDCO,529-ORDCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,52-ENGBN-CBTHVY,52-ENGBN-CBTHVY,5-CORPS.ARMY.MIL
FULL-1AD,541-POL-TRKCO,541-POL-TRKCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,561-SSBN,561-SSBN,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,565-RPRPTCO,565-RPRPTCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,574-SSCO,574-SSCO,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,584-MAINTCO,584-MAINTCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,588-MAINTCO,588-MAINTCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,592-ORDCO,592-ORDCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,594-MDM-TRKCO,594-MDM-TRKCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,596-MAINTCO,596-MAINTCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,597-MAINTCO,597-MAINTCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,5-CORPS,5-CORPS,ARMY.MIL
FULL-1AD,5-CORPS-ARTY,CORPS-ARTY,5-CORPS.ARMY.MIL
FULL-1AD,5-CORPS-REAR,CORPS-REAR,5-CORPS.ARMY.MIL
FULL-1AD,5-MAINTCO,5-MAINTCO,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,632-MAINTCO,632-MAINTCO,37-TRANSGP.21-TSC.ARMY.MIL
FULL-1AD,66-MDM-TRKCO,66-MDM-TRKCO,37-TRANSGP.21-TSC.ARMY.MIL
FULL-1AD,68-MDM-TRKCO,68-MDM-TRKCO,37-TRANSGP.21-TSC.ARMY.MIL
FULL-1AD,69-ADABDE,69-ADABDE,5-CORPS.ARMY.MIL
FULL-1AD,69-CHEMCO,69-CHEMCO,1-AD.ARMY.MIL
FULL-1AD,6-TCBN,6-TCBN,37-TRANSGP.21-TSC.ARMY.MIL
FULL-1AD,702-EODDET,702-EODDET,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,70-ENGBN,70-ENGBN,3-BDE.1-AD.ARMY.MIL
FULL-1AD,71-MAINTBN,71-MAINTBN,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,71-ORDCO,71-ORDCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,720-EODDET,720-EODDET,29-SPTGP.21-TSC.ARMY.MIL
FULL-1AD,77-MAINTCO,77-MAINTCO,16-CSG.5-CORPS.ARMY.MIL
FULL-1AD,7-CSG,7-CSG,5-CORPS.ARMY.MIL
FULL-1AD,7-TCGP-TPTDD,7-TCGP-TPTDD,21-TSC.ARMY.MIL
FULL-1AD,900-POL-SUPPLYCO,900-POL-SUPPLYCO,7-CSG.5-CORPS.ARMY.MIL
FULL-1AD,AVNBDE-1-AD,AVNBDE,1-AD.ARMY.MIL
FULL-1AD,AWR-2,AWR-2,21-TSC.ARMY.MIL
FULL-1AD,CONUSGround,CONUSGround,TRANSCOM.MIL
FULL-1AD,DISCOM-1-AD,DISCOM,1-AD.ARMY.MIL
FULL-1AD,DIVARTY-1-AD,DIVARTY,1-AD.ARMY.MIL
FULL-1AD,DLAHQ,DLAHQ,MIL
FULL-1AD,FORSCOM,FORSCOM,MIL
FULL-1AD,GlobalAir,AMC,TRANSCOM.MIL
FULL-1AD,GlobalSea,MSC,TRANSCOM.MIL
FULL-1AD,HNS,HNS,MIL
FULL-1AD,JSRCMDSE,JSRCMDSE,NATO.GOV
FULL-1AD,NATO,NATO,GOV
FULL-1AD,NCA,OSD,GOV
FULL-1AD,OSC,OSC,MIL
FULL-1AD,PlanePacker,PlanePacker,TRANSCOM.MIL
FULL-1AD,RSA,RSA,21-TSC.ARMY.MIL
FULL-1AD,ShipPacker,ShipPacker,TRANSCOM.MIL
FULL-1AD,TheaterGround,TheaterGround,TRANSCOM.MIL
FULL-1AD,TRANSCOM,TRANSCOM,MIL
FULL-1AD,USAEUR,USAEUR,MIL
FULL-1AD,USEUCOM,USEUCOM,MIL
